account_number,bank_name,dt_current_timestamp,iban,id,routing_number,swift_bic,uid,user_id
0267608433,ABN AMRO CORPORATE FINANCE LIMITED,1619454485308,GB78DZFZ38063088452320,1957,295965484,BSABGB2LXXX,8b3f376b-0adf-4f86-bb40-6aa2d8ba708d,5641
7052327864,ABN AMRO HOARE GOVETT SECURITIES,1619454485308,GB29ZZRW63422245133877,4911,274059719,AAFMGB21,0bb4c571-a21d-4616-9d8f-0b5ba0bd7868,3006
3296123731,ABINGWORTH MANAGEMENT LIMITED,1619454485308,GB27LPUN51436522350891,5275,314786939,BSABGB2LXXX,c3d9ea2c-5e58-4164-b9cf-a84bc4ebc377,9348
3455902680,UBS CLEARING AND EXECUTION SERVICES LIMITED,1619454485308,GB84VPOW30351189216558,7312,256999143,AIBKGB2XTSY,c188b6ac-e5da-4c94-b0c2-5451cbe3a28d,4920
6799197420,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1619454485308,GB73LSLX97621314346559,1428,219280860,BOFAGB22SEC,72a2f0eb-657b-477b-98d3-6e731afe04a4,9612
3734311084,ABN AMRO HOARE GOVETT SECURITIES,1619454485308,GB44BRFS97077672630810,258,712952857,ABCCGB22,625d209c-00fd-4290-8761-6ef5bebbafc5,8354
2074989437,ALLIED BANK PHILIPPINES (UK) PLC,1619454485308,GB72RJCG71009560796485,4639,721592567,BOFAGB3SSWI,bbcd32b6-23c0-453c-b08c-7f2fc1bb7256,8029
8638293794,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1619454485308,GB54HCJD35874303647915,194,113613258,BOFAGB22OF2,7dd2e788-7482-4057-9af0-4142eb09e91e,7
2432252121,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1619454485308,GB70AFAV41224107157945,1104,249410587,ABBYGB2L,f9aa6f43-a445-4372-94d5-ed146080c99f,1654
1037172675,ALKEN ASSET MANAGEMENT,1619454485308,GB53WVHS69507402720966,1149,216860869,ABAZGB21,a593098e-c986-47db-b484-6aaf7e46f0a8,7280
2255722825,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1619454485308,GB44SUBP88342211368689,9098,044427021,BCYPGB2LPGB,310152c9-e76e-4ff3-b83e-da4b8247587e,7671
5659354002,ABU DHABI ISLAMIC BANK,1619454485308,GB41KYQW87144787212624,4561,264535926,BSCHGB2LEQU,edd2d590-565a-4124-b30e-83db121b3acc,2594
8846266111,ALLIED BANK PHILIPPINES (UK) PLC,1619454485308,GB58EKNO07641456692741,1170,273896698,BCYPGB2LCBB,ed73f8dc-bc90-4520-97a7-12a3bcf9004b,5262
5027647389,SANTANDER UK PLC,1619454485308,GB76QTTM43069020654904,4311,054778993,AACNGB21,21e91d1a-5dff-48ef-a157-d254926d3d11,182
6928447613,ABN AMRO HOARE GOVETT LIMITED,1619454485308,GB10YVIS22033685927618,3086,250643466,BOFAGB4TLTR,3ba03c44-429b-4826-973a-50b9d09c5850,7976
3886554970,UBS CLEARING AND EXECUTION SERVICES LIMITED,1619454485308,GB85DAIL69484301978306,7883,705722829,BARBGB2LHAR,f54d8fb9-890f-407d-895e-dd6e48af83e4,1600
2136077688,UBS CLEARING AND EXECUTION SERVICES LIMITED,1619454485308,GB29NSTT97845552971333,6190,092007590,BOFAGB22OF2,a000f4ce-3476-4beb-99a3-a0ffeb12bfaa,2825
1327781430,PGMS (GLASGOW) LIMITED,1619454485308,GB72JBQU18916423234205,604,220655662,BCYPGB2LXXX,12fb4ade-14fd-4416-be22-fa934f40550e,1574
8052101357,AAC CAPITAL PARTNERS LIMITED,1619454485308,GB30WXVI10662014739787,2565,066759913,AAQIGB21,34ce88c5-771e-41b0-8672-183ad4b87bd8,7377
1126907135,ABN AMRO HOARE GOVETT SECURITIES,1619454485308,GB44KGIF37143298264868,4314,708176935,AANLGB2L,cedba932-2fd2-4f15-914d-0d04c9ff82da,598
4546002592,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1619454485308,GB85JMTR02752734448321,3876,717801495,AIBKGB2XTSY,f19ab5b7-78c0-4999-8363-5ff262dda0ca,2043
3603311113,ALKEN ASSET MANAGEMENT,1619454485308,GB45MKFB00337218690415,3514,211138839,BARBGB2LMAN,6fe556a4-3bbf-4607-a6a6-1e3796dc909b,5506
3579834247,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1619454485308,GB80XCFU53535613308770,8130,002393511,BCYPGB2LBBB,16dbbff6-1381-421d-9676-f61024baf9c6,8739
6068719780,UBS CLEARING AND EXECUTION SERVICES LIMITED,1619454485308,GB55WJVR32846307208411,9727,616270541,BARBGB2LWEM,704b6fcd-f544-46c8-802a-9ef4d7b9f7b8,160
9062509209,ABBEY LIFE,1619454485308,GB67PVXN98395427897945,2668,054749427,BARBGB2LSOU,64e0d27e-8b0a-4bba-904c-127e3817efe4,3427
9275774211,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1619454485308,GB60TBCE59224411910310,6901,004350248,BCYPGB2LHHB,9e4258c2-fa29-4141-a695-9a9d88d7f9de,3580
8161594718,ABN AMRO HOARE GOVETT LIMITED,1619454485308,GB76SCJH26689363297574,7342,324421572,ABCCGB22,6f850256-93fe-45a6-a7a5-318850cad92c,3989
9143668744,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1619454485308,GB66LBCX56345387751457,4771,054757257,BARBGB2LWEM,6e1dbb63-2f3d-4e44-8ec0-8710e275f276,114
6191274768,ABN AMRO FUND MANAGERS LIMITED,1619454485308,GB25XDNY35115924038908,8412,012827352,ABDIGB21,03e3b089-3895-40fe-829e-d7db7a2f0a01,1376
5271958067,ABC INTERNATIONAL BANK PLC,1619454485308,GB59OAEB33031472627487,7482,655042950,AANLGB21,8c7fc31f-deab-4fb2-b9b1-395afbe64d17,437
2123257643,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1619454485308,GB95ITJN66649460214981,8328,053656430,BARBGB2LKEN,0b22133a-690c-44b2-8219-89f8bbd4f933,224
9385211380,ABG SUNDAL COLLIER LIMITED,1619454485308,GB51GQBD90755105063980,2547,115950142,AACCGB21,d168bcdf-165a-4e29-8b34-54d2e8635349,1344
7363745792,ABINGWORTH MANAGEMENT LIMITED,1619454485308,GB68IOJB91821752028033,2374,105114448,UBKLGB2LXXX,3855f464-d82b-4207-86b5-a46f8783cb3d,2999
4167202666,ABN AMRO FUND MANAGERS LIMITED,1619454485308,GB10JTZV75199083291655,3958,271316691,ABCEGB2L,92b08dbc-2626-42b4-a950-57edb9ec230e,6055
0140719098,ABC INTERNATIONAL BANK PLC,1619454485308,GB17VDRD66565524696232,8550,284987538,AAQIGB21,1d0b3ef9-6152-48da-b8fd-b4363b8f9053,877
3131364704,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1619454485308,GB69PRWD68223380883709,4553,709229674,AAHOGB21,e715a16f-6271-4ef9-baf3-cab001a40f5c,8086
2238005144,ABU DHABI ISLAMIC BANK,1619454485308,GB70AAUD75440728662398,4986,804867054,BCYPGB2LCBB,f54a31e0-5d05-4a7e-aed6-2fcf3085cdc2,8267
6203864100,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1619454485308,GB92SGEJ99500267120239,5447,644043656,BOFAGB4TCCD,acd7d160-923f-4548-a57f-f88b8b8fe115,4491
1847248565,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1619454485308,GB00XJFV64221201369487,2403,097150620,ABFIGB21,0acffefc-b1f0-4302-a655-ea22cbcc511f,9205
8835565426,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1619454485308,GB16XLSY85651794911779,3222,035369910,UBKLGB2LBAK,719260e7-56da-4f77-89c8-53bf93d31a15,6517
1304324540,ABN AMRO FUND MANAGERS LIMITED,1619454485308,GB55CKBM24546976631012,4707,220466631,BOFAGB4TLFS,7e2b3e00-738d-449b-968d-c5011d7ba898,984
2505892086,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1619454485308,GB78CXTD57952356550742,9162,636079683,ANTSGB2LXXX,747b7f30-34fe-461a-a722-5fe927c4725c,6290
2591001780,ABN AMRO HOARE GOVETT SECURITIES,1619454485308,GB35FMJQ45798119362876,3731,719549386,AACCGB21,77cf7147-82a3-4a3b-a486-fb8b4e7baced,3424
2279336028,ABN AMRO CORPORATE FINANCE LIMITED,1619454485308,GB57YDCZ87131367147977,4392,026927950,AAHOGB21,0f072c52-c788-496a-99ff-38d6758fc17b,9282
8149883283,ALKEN ASSET MANAGEMENT,1619454485308,GB93KVVE07128083775859,1983,675705691,BOFAGB4TIPA,18dbb3c4-3c13-40df-9002-9e4528f0a0ab,3647
3008881310,ABN AMRO FUND MANAGERS LIMITED,1619454485308,GB72QTQP86279163664841,6449,245765003,UBKLGB2LXXX,ec472d9a-11ba-47e5-a9fb-2064653bfed3,1930
1837219231,AAC CAPITAL PARTNERS LIMITED,1619454485308,GB88RYKX12967413073195,282,039003502,BARBGB2LSOU,6056ef54-69be-4594-b168-6775fcf43d73,6193
1607874227,ALKEN ASSET MANAGEMENT,1619454485308,GB28VGHV81251150388082,3201,801238550,BOFAGB22OF2,42661f10-cf9a-48f0-9950-be45f211de98,5533
4272319101,ABU DHABI ISLAMIC BANK,1619454485308,GB51DBEZ73906663143675,2095,113666962,ABECGB21,a417ab16-51de-4608-83e4-435c5fbce0a9,1029
0440727188,OTKRITIE SECURITIES LIMITED,1619454485308,GB94PIDV74579548178644,7573,089707955,BARBGB2LLEI,bbd115db-08a1-4024-a5bf-6fad740e75ab,434
9234994066,ABN AMRO HOARE GOVETT SECURITIES,1619454485308,GB81DTQV23636393385496,9688,063236455,BKCHGB2UXXX,f673fbe8-34d3-48da-bfdd-53283f61de6d,931
