account_number,bank_name,dt_current_timestamp,iban,id,routing_number,swift_bic,uid,user_id
9553688509,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1621424024870,GB57PIVU44224784930017,4004,262340362,ABAZGB21,41f72615-f81b-4299-bd17-0c587102ca00,2637
7946861590,ABINGWORTH MANAGEMENT LIMITED,1621424024870,GB45VPQV42980075600928,6089,636682928,ABECGB21,91ac7673-7a57-408c-a24c-1bdd865c4901,6064
1247842764,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621424024870,GB50ONEV79879411791208,9722,270189764,BCYPGB2LCSB,3653ef83-d920-47d8-bfd0-97d140aabe06,4200
3218733086,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621424024870,GB03VYQO26018559292961,6214,611834241,ABCEGB2L,6b4dd7bf-4b65-4937-97a5-8b1d5e1c327a,1845
0565585556,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621424024870,GB26ANNJ63938337884906,6735,079213093,BOFAGB22XXX,a32ee746-bbe1-4b9f-8a52-d149ffe11510,1577
3889167656,ABN AMRO HOARE GOVETT LIMITED,1621424024870,GB80OYRO84100657605148,9592,008379843,BOFAGB22CLS,9c46fafd-3504-49c3-b6b0-4b7d3d30a840,6243
8370867964,ABG SUNDAL COLLIER LIMITED,1621424024870,GB83CUXK93595933913756,3891,715997372,BSCHGB2LEQU,1dfde82b-a3a8-43d6-8e09-1e56c8092ec5,907
9464323194,ABN AMRO HOARE GOVETT LIMITED,1621424024870,GB22BLRV66718280421066,6177,039735252,BCYPGB2LCBB,7469e39f-918d-401b-9f04-aaab16dca9c2,2520
9155978950,ABN AMRO MEZZANINE (UK) LIMITED,1621424024870,GB90BUHX47944553052273,2229,224343116,AAHOGB21,b18e911b-3ffc-42dc-9648-f3c935bd5e03,784
3867702995,ABN AMRO MEZZANINE (UK) LIMITED,1621424024870,GB31UPCG98965955108647,8253,073739476,ABCCGB22,bf5e15f8-ea4c-45d9-a177-c258d91b7b9a,5702
5831724441,ABC INTERNATIONAL BANK PLC,1621424024870,GB44ZTTR63501090715356,3282,258940404,ABDIGB21,1ed39be2-7217-4c05-ba20-9e86747c3044,9521
8044411303,SANTANDER UK PLC,1621424024870,GB71ZTQI04329868902563,5327,059782162,AAPEGB21,7c870d63-9919-4587-b42b-c4dc0de5cb01,8943
2103388503,ALKEN ASSET MANAGEMENT,1621424024870,GB57DDOO65943347071195,8716,628868349,ABFIGB21,e7b17d92-4ee9-4d0e-ae44-88231892773a,487
0774760906,ABBEY LIFE,1621424024870,GB13AKOZ66675681936187,6512,106318890,AIBKGB2XTSY,c4cf8e27-c4e0-43eb-b0d0-a0225f6ed19a,7163
4325002204,AAC CAPITAL PARTNERS LIMITED,1621424024870,GB87OPFS04638492770633,4332,003555701,ANTSGB2LXXX,51936e90-1fd9-4cfd-918e-5cda7a7c08b0,4713
3532086132,ABC INTERNATIONAL BANK PLC,1621424024870,GB27GHGD78373293253641,764,223276679,BCYPGB2LSSB,956a7e97-a58e-4d62-a2fb-e5a3123873fc,45
7774189738,ALKEN ASSET MANAGEMENT,1621424024870,GB46GDCU48822597558888,2730,046543424,AAFMGB21,2b9d4364-f40c-4c0c-b8d8-9858f9bdb626,4458
9702596298,ABN AMRO HOARE GOVETT LIMITED,1621424024870,GB66PWRU30296887666211,4914,614259661,ABDIGB21,06ba1b1a-84ff-4dd3-8560-d6ccb3dac72b,9088
5348383156,OTKRITIE SECURITIES LIMITED,1621424024870,GB61JAPL73158626112019,2216,108010918,BARBGB2LKEN,bf06201c-08d1-4291-ba2d-a3d7d8406d3b,7366
