account_number,bank_name,dt_current_timestamp,iban,id,routing_number,swift_bic,uid,user_id
0518772711,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1619454345320,GB93BJDM56593769193638,5706,707513256,BOFAGB4TLTR,6e36bda4-660e-44e4-af31-f2c83dc71c71,1700
2211010484,PGMS (GLASGOW) LIMITED,1619454345320,GB38WSJH45500822276530,1731,300248708,BCYPGB2LPGB,f8f7b3a5-1f4a-45a3-ae70-71f3d346c07d,4861
4953963142,PGMS (GLASGOW) LIMITED,1619454345320,GB13VCEZ30847222166294,4223,627472781,BARBGB2LTOO,372de517-6604-47d7-9a1a-4861e237f2c5,1046
8200827241,ABN AMRO CORPORATE FINANCE LIMITED,1619454345320,GB02DRKU00951179900070,9195,246215866,BSABGB2LXXX,cf2cd43c-7dad-4074-8617-709cba3ef871,1251
5760612549,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1619454345320,GB15ZFWQ59237178505735,1464,249470844,ABBYGB2L,6a528534-8c86-4d28-b476-82a6c23e735f,2967
8378520566,ABN AMRO CORPORATE FINANCE LIMITED,1619454345320,GB10XIJQ44934945241499,3630,706806304,ANTSGB2LCHA,6ed5386f-9754-4f12-b3a8-448d3fcfaf78,8770
4886380309,ALKEN ASSET MANAGEMENT,1619454345320,GB66XRRB02784370267855,7179,664542195,AKBKGB22XXX,9c595365-7deb-43f6-b9b5-c3b36ebb6d4c,1114
8237430612,ABINGWORTH MANAGEMENT LIMITED,1619454345320,GB19FOVU72209636513508,9966,230579961,BARBGB2LMAN,a59c3ebc-dc39-48af-9b1b-8730a6184041,5849
3713670749,ABN AMRO FUND MANAGERS LIMITED,1619454345320,GB71BTOM36021617606760,4158,233192811,ALEIGB22TSY,4c8f61f0-dc1e-42df-bf49-cd4ef30b8cc4,795
7001333808,ABN AMRO HOARE GOVETT SECURITIES,1619454345320,GB03SVUQ50011231926928,932,802261885,BCYPGB2LBBB,5b26b107-e60e-46ca-8236-3ddad3a9dc91,3630
