account_number,bank_name,dt_current_timestamp,iban,id,routing_number,swift_bic,uid,user_id
1454108839,UBS CLEARING AND EXECUTION SERVICES LIMITED,1619454426543,GB08GDKS60650164517339,4279,129007832,BARBGB2LKEN,bdac8ab9-bb2b-4879-9735-afac963f0b98,4176
5132829411,ABG SUNDAL COLLIER LIMITED,1619454426543,GB21VMHU90164477796178,9102,685853630,AACNGB21,0bae732c-13bb-41f1-941e-9c6aeb42daa4,4568
9100396867,ABN AMRO FUND MANAGERS LIMITED,1619454426543,GB19SSCN01378743672500,2745,630937420,ANTSGB2LXXX,f28ef1ec-3b82-4ab8-be46-ef8f337f0426,4471
2285831553,ABN AMRO FUND MANAGERS LIMITED,1619454426543,GB71LOXD24191517758338,6349,125432595,BCYPGB2LSSB,a63f2185-5b74-4930-9478-394bb788d856,4260
2680650331,ALKEN ASSET MANAGEMENT,1619454426543,GB79RHMT08972741906443,1685,325821249,BARBGB2LMAN,87b5484b-ec7d-49a8-99af-190c2a18a4d8,1819
3541945407,UBS CLEARING AND EXECUTION SERVICES LIMITED,1619454426543,GB54ILYD39954908817655,4124,094542820,ABMNGB21,7af2a675-6e35-4b1f-82af-c3aa5cc8724a,9154
4067691683,AAC CAPITAL PARTNERS LIMITED,1619454426543,GB31NERR76766821301304,6292,106927757,BOFAGB22SEC,750abfc5-b1f3-4e7e-a13c-1c16a11ea558,9289
8955260318,ABN AMRO MEZZANINE (UK) LIMITED,1619454426543,GB76QLHZ58572715308460,308,805883053,AIBKGB2XTSY,80c2d7e4-a89f-4966-9b09-f23a067d4372,9619
7807673433,OTKRITIE SECURITIES LIMITED,1619454426543,GB51XYZW45832973894275,7834,226858942,ABDIGB21,f9d2ad3b-a7c7-4500-891a-50b47beddc44,3027
5480957093,ABN AMRO HOARE GOVETT SECURITIES,1619454426543,GB45FCLB43537115351999,1345,053373056,BARBGB2LSOU,b444708b-8c72-4815-8ae6-96908d60d30e,9691
5385744971,AAC CAPITAL PARTNERS LIMITED,1619454426543,GB59XZXX16734144876270,9138,318416373,AAFMGB21,369e6d9e-0a32-441c-8c45-26d37991f38c,736
5457712258,SANTANDER UK PLC,1619454426543,GB06HCWW58430735543033,9160,048873008,BOFAGB4TCDO,b58ac663-876c-4559-a555-c49bb9ce5bbe,9997
3614928031,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1619454426543,GB18CRTM14922081167587,7944,300013797,BARBGB2LKIL,8903fb98-d345-4490-a55f-85db5c5141c6,8168
3475583434,ABC INTERNATIONAL BANK PLC,1619454426543,GB96UPZQ98663485931057,3136,081323942,ANTSGB2LCHA,e1b2b753-7698-4b66-b28b-ea57045c98c0,5526
9694968993,ABN AMRO CORPORATE FINANCE LIMITED,1619454426543,GB32BMGW11511246748546,1127,114816504,BCYPGB2LXXX,279098d3-ad6b-41ec-85b9-4be7a02094ac,141
7955559245,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1619454426543,GB94ASNG14790774268852,5096,718171836,AAFMGB21,9b3488db-f22a-4868-a6c6-e9f09ec0a7a6,6030
6969292879,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1619454426543,GB76HUXN22328337763210,7383,281441543,BCYPGB2LCSB,e505c2d8-9601-4b03-9bea-1bafc5bb760b,3255
7622590001,ABC INTERNATIONAL BANK PLC,1619454426543,GB93NSQH14126473145416,5930,034913147,AAHVGB21,3aee9dd5-e8cc-4fe3-b4fb-a7b58d5e8cbd,70
1715711907,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1619454426543,GB60SUTB82680125461977,1710,115966974,ABNAGB21VOC,1a4913ee-e8e4-45e4-a63b-d7b51609702f,1928
8153019143,ABU DHABI ISLAMIC BANK,1619454426543,GB16JFPR76934140675513,8606,249609411,BARBGB2LSOU,c0fade8b-7388-40ee-a0a7-d270bcb234c6,1998
6462412630,ABN AMRO FUND MANAGERS LIMITED,1619454426543,GB57AGDY03790704073357,9082,619653822,BOFAGB4TIPA,df6ea576-4820-4b57-bd69-cb7a514ddce3,7507
8310882949,ALKEN ASSET MANAGEMENT,1619454426543,GB06RQYM76062694148334,4017,027780167,ALEIGB22TSY,1b41dad0-8e4d-4ce2-ae52-161d72fee25c,6167
8246327087,PGMS (GLASGOW) LIMITED,1619454426543,GB36TIGF54256483438720,3925,028661971,AKBKGB22XXX,7ccd32c8-37b4-4a48-b2e4-35452eb38cb2,8102
6296742831,ABN AMRO MEZZANINE (UK) LIMITED,1619454426543,GB62EZEV26059056837753,5871,095032627,AAPEGB21,35d0b4ca-8578-470c-a332-e15ab467e243,605
9985435631,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1619454426543,GB86ITLJ51044374238485,96,282421478,BARBGB2LKIL,f226b7df-5fd6-4e82-bfbc-b6c9d892c2d8,5082
2805006350,ABN AMRO HOARE GOVETT LIMITED,1619454426543,GB08RSTI12776924500723,452,013017954,BCYPGB2LXXX,1155a8eb-b3a8-43d1-95e7-92b193b4ec9b,1058
0988332644,AAC CAPITAL PARTNERS LIMITED,1619454426543,GB29DHAW47426989255970,1205,095345068,ALEIGB22TSY,551ba691-f798-4eef-a9fa-f09a3ac8a001,9107
9160163535,ABU DHABI ISLAMIC BANK,1619454426543,GB38URGJ37478210943641,3179,110253514,BARBGB2LLEI,96a84efd-1291-464f-9f33-e017a328c24c,9566
9703451677,UBS CLEARING AND EXECUTION SERVICES LIMITED,1619454426543,GB64BUMI23120587481843,1098,127782379,ABFIGB21,869db24f-b35e-4721-8e61-7cad4acd341c,4010
3080374099,ABN AMRO CORPORATE FINANCE LIMITED,1619454426543,GB16OQXC48100843922408,3231,078543308,BOFAGB4TLFS,5f70ecce-0ce1-41a0-8211-bc72870cca60,9866
5717048580,AAC CAPITAL PARTNERS LIMITED,1619454426543,GB85NIOV78131930521518,8064,615371221,BARBGB2LWEM,e9b511c4-3276-472e-b547-87661937f1bd,6855
0634121884,PGMS (GLASGOW) LIMITED,1619454426543,GB54AXUY13926203587333,5403,024507738,ABAZGB21,874db50d-ab7d-483f-8ebf-553e756269fa,2575
8261592934,ALLIED BANK PHILIPPINES (UK) PLC,1619454426543,GB91CJHV55626709562412,6217,257533320,BSABGB2LXXX,1ccaaf10-b2b5-443c-b8a4-9a940960a59e,1875
