account_number,bank_name,dt_current_timestamp,iban,id,routing_number,swift_bic,uid,user_id
7320834088,ABN AMRO HOARE GOVETT SECURITIES,1621352186397,GB50RCLB43517671582596,4796,251572316,BOFAGB4TIPA,e90b2938-deb5-430f-ad77-ac441650a0a1,9975
7467060749,ABN AMRO MEZZANINE (UK) LIMITED,1621352186397,GB44TYKV55102270018253,861,300679144,ANTSGB2LCHA,f6fa9d04-f772-4b0a-b0b6-c2bdc156aad6,9926
5010092952,ABN AMRO HOARE GOVETT SECURITIES,1621352186397,GB87IIXG13461744634372,1807,706669295,UBKLGB2LXXX,454a5b80-65eb-4588-92dc-2dd18ae31a97,5981
2038687205,UBS CLEARING AND EXECUTION SERVICES LIMITED,1621352186397,GB00SNQA49366527978036,1953,679077561,AANLGB2L,7c603e59-125f-42b5-bd18-dc1feb91e685,6756
1587066166,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621352186397,GB42TNIE33408504387045,9434,098879573,BCYPGB2LCSB,56e873c5-d510-47eb-af3d-77462b931eb3,9175
6388053049,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1621352186397,GB37LUOF81093863048310,8038,801066544,ABCEGB2L,eb273e88-1264-4072-af8f-e3848879b82f,7848
9005400212,ABINGWORTH MANAGEMENT LIMITED,1621352186397,GB82FSYF71569259832268,631,685232280,BARBGB2LLEI,a1aa3b78-4a4a-4d3e-8466-1692889da7d8,5552
5450421232,ABN AMRO HOARE GOVETT LIMITED,1621352186397,GB77MMAX12746249703629,8541,640430771,BCYPGB2LPGB,2c809f6c-f140-4124-8872-967b55de79e2,6111
6128886941,ABN AMRO CORPORATE FINANCE LIMITED,1621352186397,GB13EAQN73197510392112,3488,269785632,BOFAGB4TIPA,f7d07cb5-2b0b-44f2-ae1c-13a352eebc5d,2942
5078734151,ABBEY LIFE,1621352186397,GB55JFQD12599340047682,2956,035860891,BKCHGB2UXXX,688d8425-ee46-4b6d-879b-0c0d7e459f22,3062
0680450777,ABN AMRO HOARE GOVETT SECURITIES,1621352186397,GB02TOMK60080087758341,9823,651290502,BARBGB2LKEN,97cf839c-9699-4a17-951b-39701037f688,3687
4644752809,OTKRITIE SECURITIES LIMITED,1621352186397,GB35WKGB61839705336921,3405,219792701,BRBAGB2LXXX,51abb3db-d32b-40d1-ab78-eada12877f0b,3696
0180111865,SANTANDER UK PLC,1621352186397,GB56YWWT47051517878984,7011,215094762,BARBGB2LSOU,5eaf6cc7-6ceb-42cc-aaba-3bb21f62ae74,9749
4988290613,ABC INTERNATIONAL BANK PLC,1621352186397,GB83BWYO44863642497375,3928,687370425,BOFAGB4TCDO,640d5392-11ee-473d-ae00-c0ff96c202ae,9886
4340866238,ABN AMRO CORPORATE FINANCE LIMITED,1621352186397,GB35URVH80654955796573,3768,117315235,BCYPGB2LXXX,55037bdb-ca1f-4b1d-95c1-cedcb1b8302f,5755
5387662201,UBS CLEARING AND EXECUTION SERVICES LIMITED,1621352186397,GB48YJVP65385636148551,7451,279658555,AKBKGB22XXX,547134b1-1a1a-47f6-9503-6d1841f6e1fa,4202
3632858511,ABN AMRO FUND MANAGERS LIMITED,1621352186397,GB13QFUF08322046743741,5792,265490565,AAPUGB21,062c251a-3528-47e7-b672-3fb58263a2ca,6730
6708068001,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621352186397,GB17QJMF38753034808683,145,024276247,BOFAGB22SCP,9ff00f5a-b8e1-4d88-a264-195e8a11297f,3826
1196309274,SANTANDER UK PLC,1621352186397,GB83VAPO31059229822263,8046,041714575,AAOGGB21,f3b5fdda-fb9e-44d6-a287-c01a5044c6eb,8491
0927047839,ABN AMRO CORPORATE FINANCE LIMITED,1621352186397,GB60NQOF06859706446569,5581,034371640,AAQIGB21,612aefa0-8074-434e-b93a-255e775e673c,6981
9044591446,PGMS (GLASGOW) LIMITED,1621352186397,GB31SJKZ28706376938632,955,685566558,ABCCGB22,fd7dd037-e654-406d-b85f-751d68c3cada,9233
0925125286,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352186397,GB32ORUG35368909744145,5893,043791143,BCYPGB2LSSB,c62e10f5-f8d1-44c6-910e-f303d74d51cb,3946
1347721647,ABU DHABI ISLAMIC BANK,1621352186397,GB74PBLW78156251755537,9730,672886270,AACNGB21,2fef6385-d8b2-4f35-b7d9-20b207afa396,4148
0488312180,ABN AMRO FUND MANAGERS LIMITED,1621352186397,GB02LTTX79515190959802,8748,651312561,BOFAGB22CLS,827ba924-ef06-49ee-96cd-17cf74f9d13a,7573
0857176257,ABINGWORTH MANAGEMENT LIMITED,1621352186397,GB82SPMB27037605810896,8249,101505268,ASTPGB2LXXX,b8d3db7b-178b-4db4-8326-34b07e0ac06c,3384
9123470993,ABN AMRO HOARE GOVETT LIMITED,1621352186397,GB32ECFK77787794065454,6786,015390488,ABCEGB2L,6e25ef36-7ef5-4825-b280-0e9223401636,7758
0363868193,ABN AMRO FUND MANAGERS LIMITED,1621352186397,GB55YJZA11759785472590,4874,614335271,AIBKGB2XTSY,e0a84d82-975a-47e2-b98f-f75dfc203f40,586
9632524540,OTKRITIE SECURITIES LIMITED,1621352186397,GB30AQFJ28809663236183,4424,276873618,BCYPGB2LSSB,2373e32d-feb7-4c86-a312-b0f8608e6b4f,8226
4201860646,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621352186397,GB85TEJZ02225213390856,9516,006578552,BCEYGB2LXXX,4ca52c35-a22d-400d-a363-511d43acfeee,1435
0939401015,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621352186397,GB79WXYT57473849026796,9723,043093715,BRBAGB2LXXX,63d0252d-2807-433e-bcd6-2128562a2398,5054
7093860207,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621352186397,GB48PWKO79676373255582,2151,235218324,AAHVGB21,4b77e315-b6ed-470b-a005-91ca113706f6,1007
6360678503,ALKEN ASSET MANAGEMENT,1621352186397,GB83GEPL92878350163930,8577,716082354,BARBGB2LLEI,c1f4d2db-c381-4c2d-a6f6-c25df7e2df2d,5838
3176619111,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621352186397,GB31UZJG65868095755418,6647,110385615,BARBGB2LLEI,0036fb76-35b0-44e3-815b-8b51c589d86b,4594
1429997634,PGMS (GLASGOW) LIMITED,1621352186397,GB52XICW20027594359295,9190,043051362,BCYPGB2LXXX,b374df3b-aa98-4c6c-9805-3666a0e29182,9387
3700049667,ABINGWORTH MANAGEMENT LIMITED,1621352186397,GB43WJSB06277333261130,4001,680123530,BSCHGB2LEQU,634941d1-cf43-4d0c-a5e9-7352369ce7b8,7846
